match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker_name,non_striker_name,bowler_name,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,4.7,England,NewZealand,DJMalan,JMBairstow,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,5.1,England,NewZealand,JMBairstow,DJMalan,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,5.2,England,NewZealand,JMBairstow,DJMalan,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,5.3,England,NewZealand,JMBairstow,DJMalan,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,5.4,England,NewZealand,JMBairstow,DJMalan,MJHenry,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,5.5,England,NewZealand,JMBairstow,DJMalan,MJHenry,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,5.6,England,NewZealand,JMBairstow,DJMalan,MJHenry,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.1,England,NewZealand,JMBairstow,DJMalan,MJSantner,0,1,1,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.2,England,NewZealand,JMBairstow,DJMalan,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.3,England,NewZealand,DJMalan,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.4,England,NewZealand,JMBairstow,DJMalan,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.5,England,NewZealand,JMBairstow,DJMalan,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.6,England,NewZealand,DJMalan,JMBairstow,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,6.7,England,NewZealand,DJMalan,JMBairstow,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,7.1,England,NewZealand,JMBairstow,DJMalan,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,7.2,England,NewZealand,JMBairstow,DJMalan,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,7.3,England,NewZealand,JMBairstow,DJMalan,MJHenry,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,7.4,England,NewZealand,DJMalan,JMBairstow,MJHenry,0,0,,,,,,caught,DJMalan,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,7.5,England,NewZealand,JERoot,JMBairstow,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,7.6,England,NewZealand,JERoot,JMBairstow,MJHenry,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,8.1,England,NewZealand,JERoot,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,8.2,England,NewZealand,JMBairstow,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,8.3,England,NewZealand,JMBairstow,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,8.4,England,NewZealand,JMBairstow,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,8.5,England,NewZealand,JERoot,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,8.6,England,NewZealand,JMBairstow,JERoot,MJSantner,2,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,9.1,England,NewZealand,JERoot,JMBairstow,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,9.2,England,NewZealand,JERoot,JMBairstow,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,9.3,England,NewZealand,JERoot,JMBairstow,MJHenry,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,9.4,England,NewZealand,JMBairstow,JERoot,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,9.5,England,NewZealand,JMBairstow,JERoot,MJHenry,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,9.6,England,NewZealand,JMBairstow,JERoot,MJHenry,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,10.1,England,NewZealand,JERoot,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,10.2,England,NewZealand,JMBairstow,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,10.3,England,NewZealand,JERoot,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,10.4,England,NewZealand,JMBairstow,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,10.5,England,NewZealand,JMBairstow,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,10.6,England,NewZealand,JMBairstow,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,11.1,England,NewZealand,JERoot,JMBairstow,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,11.2,England,NewZealand,JERoot,JMBairstow,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,11.3,England,NewZealand,JERoot,JMBairstow,TABoult,6,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,11.4,England,NewZealand,JERoot,JMBairstow,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,11.5,England,NewZealand,JERoot,JMBairstow,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,11.6,England,NewZealand,JERoot,JMBairstow,TABoult,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,12.1,England,NewZealand,JERoot,JMBairstow,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,12.2,England,NewZealand,JERoot,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,12.3,England,NewZealand,JMBairstow,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,12.4,England,NewZealand,JERoot,JMBairstow,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,12.5,England,NewZealand,JMBairstow,JERoot,MJSantner,0,0,,,,,,caught,JMBairstow,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,12.6,England,NewZealand,HCBrook,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,13.1,England,NewZealand,JERoot,HCBrook,TABoult,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,13.2,England,NewZealand,HCBrook,JERoot,TABoult,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,13.3,England,NewZealand,HCBrook,JERoot,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,13.4,England,NewZealand,HCBrook,JERoot,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,13.5,England,NewZealand,HCBrook,JERoot,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,13.6,England,NewZealand,HCBrook,JERoot,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,14.1,England,NewZealand,JERoot,HCBrook,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,14.2,England,NewZealand,HCBrook,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,14.3,England,NewZealand,JERoot,HCBrook,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,14.4,England,NewZealand,JERoot,HCBrook,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,14.5,England,NewZealand,JERoot,HCBrook,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,14.6,England,NewZealand,HCBrook,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,15.1,England,NewZealand,HCBrook,JERoot,JDSNeesham,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,15.2,England,NewZealand,HCBrook,JERoot,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,15.3,England,NewZealand,JERoot,HCBrook,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,15.4,England,NewZealand,JERoot,HCBrook,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,15.5,England,NewZealand,JERoot,HCBrook,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,15.6,England,NewZealand,HCBrook,JERoot,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,16.1,England,NewZealand,JERoot,HCBrook,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,16.2,England,NewZealand,HCBrook,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,16.3,England,NewZealand,HCBrook,JERoot,RRavindra,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,16.4,England,NewZealand,HCBrook,JERoot,RRavindra,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,16.5,England,NewZealand,HCBrook,JERoot,RRavindra,6,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,16.6,England,NewZealand,HCBrook,JERoot,RRavindra,0,0,,,,,,caught,HCBrook,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,17.1,England,NewZealand,JERoot,MMAli,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,17.2,England,NewZealand,MMAli,JERoot,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,17.3,England,NewZealand,JERoot,MMAli,JDSNeesham,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,17.4,England,NewZealand,JERoot,MMAli,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,17.5,England,NewZealand,MMAli,JERoot,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,17.6,England,NewZealand,MMAli,JERoot,JDSNeesham,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,18.1,England,NewZealand,JERoot,MMAli,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,18.2,England,NewZealand,MMAli,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,18.3,England,NewZealand,JERoot,MMAli,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,18.4,England,NewZealand,MMAli,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,18.5,England,NewZealand,MMAli,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,18.6,England,NewZealand,MMAli,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.1,England,NewZealand,MMAli,JERoot,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.2,England,NewZealand,JERoot,MMAli,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.3,England,NewZealand,MMAli,JERoot,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.4,England,NewZealand,MMAli,JERoot,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.5,England,NewZealand,MMAli,JERoot,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.6,England,NewZealand,MMAli,JERoot,JDSNeesham,0,1,1,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,19.7,England,NewZealand,MMAli,JERoot,JDSNeesham,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,20.1,England,NewZealand,JERoot,MMAli,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,20.2,England,NewZealand,MMAli,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,20.3,England,NewZealand,JERoot,MMAli,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,20.4,England,NewZealand,MMAli,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,20.5,England,NewZealand,JERoot,MMAli,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,20.6,England,NewZealand,MMAli,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,21.1,England,NewZealand,MMAli,JERoot,GDPhillips,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,21.2,England,NewZealand,MMAli,JERoot,GDPhillips,0,0,,,,,,bowled,MMAli,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,21.3,England,NewZealand,JCButtler,JERoot,GDPhillips,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,21.4,England,NewZealand,JERoot,JCButtler,GDPhillips,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,21.5,England,NewZealand,JCButtler,JERoot,GDPhillips,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,21.6,England,NewZealand,JCButtler,JERoot,GDPhillips,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,22.1,England,NewZealand,JCButtler,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,22.2,England,NewZealand,JERoot,JCButtler,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,22.3,England,NewZealand,JCButtler,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,22.4,England,NewZealand,JCButtler,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,22.5,England,NewZealand,JCButtler,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,22.6,England,NewZealand,JERoot,JCButtler,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,23.1,England,NewZealand,JERoot,JCButtler,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,23.2,England,NewZealand,JCButtler,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,23.3,England,NewZealand,JCButtler,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,23.4,England,NewZealand,JERoot,JCButtler,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,23.5,England,NewZealand,JCButtler,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,23.6,England,NewZealand,JCButtler,JERoot,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,24.1,England,NewZealand,JERoot,JCButtler,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,24.2,England,NewZealand,JCButtler,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,24.3,England,NewZealand,JERoot,JCButtler,RRavindra,4,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,24.4,England,NewZealand,JERoot,JCButtler,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,24.5,England,NewZealand,JERoot,JCButtler,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,24.6,England,NewZealand,JCButtler,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,25.1,England,NewZealand,JERoot,JCButtler,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,25.2,England,NewZealand,JERoot,JCButtler,MJSantner,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,25.3,England,NewZealand,JERoot,JCButtler,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,25.4,England,NewZealand,JCButtler,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,25.5,England,NewZealand,JERoot,JCButtler,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,25.6,England,NewZealand,JCButtler,JERoot,MJSantner,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,26.1,England,NewZealand,JCButtler,JERoot,RRavindra,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,26.2,England,NewZealand,JCButtler,JERoot,RRavindra,6,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,26.3,England,NewZealand,JCButtler,JERoot,RRavindra,2,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,26.4,England,NewZealand,JCButtler,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,26.5,England,NewZealand,JERoot,JCButtler,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,26.6,England,NewZealand,JCButtler,JERoot,RRavindra,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,27.1,England,NewZealand,JCButtler,JERoot,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,27.2,England,NewZealand,JCButtler,JERoot,TABoult,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,27.3,England,NewZealand,JERoot,JCButtler,TABoult,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,27.4,England,NewZealand,JCButtler,JERoot,TABoult,0,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,27.5,England,NewZealand,JCButtler,JERoot,TABoult,2,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,27.6,England,NewZealand,JCButtler,JERoot,TABoult,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,28.1,England,NewZealand,JCButtler,JERoot,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,28.2,England,NewZealand,JERoot,JCButtler,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,28.3,England,NewZealand,JCButtler,JERoot,JDSNeesham,6,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,28.4,England,NewZealand,JCButtler,JERoot,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,28.5,England,NewZealand,JERoot,JCButtler,JDSNeesham,1,0,,,,,,,,,
1,2023/24,10/5/2023,"NarendraModiStadium,Ahmedabad",1,28.6,England,NewZealand,JCButtler,JERoot,JDSNeesham,0,0,,,,,,,,,
